,Case ID,K means cluster
13445,ECLI-NL-PHR-2013-2402,Selling
13446,ECLI-NL-RBOBR-2013-6343,35
13447,ECLI-NL-RBDHA-2013-15670,37
13448,ECLI-NL-RVS-2013-792,42
13449,ECLI-NL-RBAMS-2013-5063,42
13450,ECLI-NL-RBNHO-2013-8066,42
13451,ECLI-NL-RBOBR-2013-2989,69
13452,ECLI-NL-GHSHE-2013-3593,21
13453,ECLI-NL-RBOBR-2013-2796,35
13454,ECLI-NL-GHSHE-2013-BZ9872,42
13455,ECLI-NL-RBROT-2013-5849,46
13456,ECLI-NL-RBAMS-2013-CA0389,42
13457,ECLI-NL-GHDHA-2013-1024,63
13458,ECLI-NL-GHDHA-2013-BZ5323,2
13459,ECLI-NL-RBNNE-2013-1914,49
13460,ECLI-NL-RBNNE-2013-1437,55
13461,ECLI-NL-RBAMS-2013-BY8233,30
13462,ECLI-NL-RBSHE-2012-BY3912,35
13463,ECLI-NL-RBSHE-2012-BY1941,35
13464,ECLI-NL-PHR-2012-BX6916,42
13465,ECLI-NL-GHSGR-2012-BX3869,42
13466,ECLI-NL-GHSGR-2012-BX3996,26
13467,ECLI-NL-RBMAA-2012-BX0366,14
13468,ECLI-NL-RBAMS-2012-BX2141,Selling
13469,ECLI-NL-RVS-2012-BW8878,60
13470,ECLI-NL-RBSGR-2012-BW7100,26
13471,ECLI-NL-PHR-2012-BW6198,Transport
13472,ECLI-NL-RBARN-2012-BW4634,Production
13473,ECLI-NL-RBAMS-2012-BW8965,40
13474,ECLI-NL-RBALM-2012-BW3519,55
13475,ECLI-NL-RBMID-2012-BW3196,55
13476,ECLI-NL-RVS-2012-BW3062,51
13477,ECLI-NL-GHARN-2012-BW6494,21
13478,ECLI-NL-HR-2012-BT6397,47
13479,ECLI-NL-HR-2012-BT6362,47
13480,ECLI-NL-RBROE-2012-BV7734,64
13481,ECLI-NL-GHSHE-2012-BV3855,Production
13482,ECLI-NL-RBUTR-2012-BV6931,14
13483,ECLI-NL-RBBRE-2012-BV3900,14
13484,ECLI-NL-RVS-2012-BV1178,9
13485,ECLI-NL-GHAMS-2011-BX5739,13
13486,ECLI-NL-RBMAA-2011-BU3427,24
13487,ECLI-NL-RBUTR-2011-BT8371,26
13488,ECLI-NL-RBZLY-2011-BT8657,42
13489,ECLI-NL-GHAMS-2011-BT6916,Selling
13490,ECLI-NL-RBROT-2011-BT7672,Transport
13491,ECLI-NL-RBROT-2011-BX4093,5
13492,ECLI-NL-RBROE-2011-BR3945,64
13493,ECLI-NL-RBAMS-2011-BQ6289,51
13494,ECLI-NL-RBUTR-2011-BQ4788,1
13495,ECLI-NL-GHSHE-2011-BQ3184,14
13496,ECLI-NL-PHR-2011-BP4660,42
13497,ECLI-NL-RBMAA-2011-BQ0502,42
13498,ECLI-NL-HR-2011-BP0092,42
13499,ECLI-NL-PHR-2011-BO4475,14
13500,ECLI-NL-PHR-2010-BO8202,42
13501,ECLI-NL-RBUTR-2010-BO5035,49
13502,ECLI-NL-CRVB-2010-BO3788,42
13503,ECLI-NL-CRVB-2010-BO3790,42
13504,ECLI-NL-RBUTR-2010-BO2596,60
13505,ECLI-NL-RBSGR-2010-BO2032,42
13506,ECLI-NL-RBSGR-2010-BO2033,42
13507,ECLI-NL-RBAMS-2010-BN3936,49
13508,ECLI-NL-RBROE-2010-BN2995,55
13509,ECLI-NL-RBUTR-2010-BN2539,16
13510,ECLI-NL-HR-2010-BM0787,Selling
13511,ECLI-NL-RBROT-2010-BM2520,42
13512,ECLI-NL-RBROT-2010-BM0131,14
13513,ECLI-NL-PHR-2010-BL2828,42
13514,ECLI-NL-RBZLY-2010-BL8555,49
13515,ECLI-NL-RBGRO-2010-BL6639,21
13516,ECLI-NL-RBDOR-2010-BL3745,47
13517,ECLI-NL-RBUTR-2009-BL1930,9
13518,ECLI-NL-RBSGR-2009-BL1547,42
13519,ECLI-NL-PHR-2009-BK2659,27
13520,ECLI-NL-RVS-2009-BJ8321,51
13521,ECLI-NL-RBROE-2009-BJ4343,55
13522,ECLI-NL-RBMID-2009-BJ3790,42
13523,ECLI-NL-GHAMS-2009-BK5240,Money laundering
13524,ECLI-NL-PHR-2009-BI4192,21
13525,ECLI-NL-RBDOR-2009-BJ2068,42
13526,ECLI-NL-RBHAA-2009-BI5871,Transport
13527,ECLI-NL-RBAMS-2009-BJ4793,58
13528,ECLI-NL-RBMAA-2009-BH9145,5
13529,ECLI-NL-RBLEE-2009-BH6547,30
13530,ECLI-NL-RBAMS-2009-BH7560,55
13531,ECLI-NL-RBUTR-2009-BH3352,52
13532,ECLI-NL-RBLEE-2009-BH3082,49
13533,ECLI-NL-RBSHE-2008-BG6740,14
13534,ECLI-NL-GHSGR-2008-BD0707,14
13535,ECLI-NL-RBUTR-2008-BE9156,42
13536,ECLI-NL-RBZUT-2008-BC9295,42
13537,ECLI-NL-RBZUT-2008-BC9298,42
13538,ECLI-NL-RBUTR-2008-BC5578,4
13539,ECLI-NL-RBZUT-2008-BC3966,49
13540,ECLI-NL-RBUTR-2007-BB9809,69
13541,ECLI-NL-RBUTR-2007-BC0272,49
13542,ECLI-NL-PHR-2007-BA2279,46
13543,ECLI-NL-RBSGR-2007-BB6831,26
13544,ECLI-NL-RBSHE-2007-BB3237,11
13545,ECLI-NL-RBSHE-2007-BB2448,1
13546,ECLI-NL-CRVB-2007-BA2410,Selling
13547,ECLI-NL-RBALM-2007-BA2513,56
13548,ECLI-NL-RBALM-2007-BC2407,51
13549,ECLI-NL-RBASS-2007-BA0392,9
13550,ECLI-NL-RBSGR-2007-BA0009,42
13551,ECLI-NL-PHR-2007-AZ5716,14
13552,ECLI-NL-RBZUT-2007-AZ6829,16
13553,ECLI-NL-PHR-2006-AY9673,42
13554,ECLI-NL-GHARN-2006-AZ1501,13
13555,ECLI-NL-GHAMS-2006-BA5365,42
13556,ECLI-NL-RBZUT-2006-AY4155,9
13557,ECLI-NL-RBMAA-2006-AY5785,Transport
13558,ECLI-NL-GHARN-2006-AV2505,24
13559,ECLI-NL-PHR-2005-AT5574,44
13560,ECLI-NL-HR-2005-AT4351,42
13561,ECLI-NL-GHAMS-2005-AU0359,42
13562,ECLI-NL-RBROE-2005-AT2168,37
13563,ECLI-NL-RBROT-2004-AR2477,67
13564,ECLI-NL-RBSGR-2004-AQ6599,5
13565,ECLI-NL-PHR-2004-AO9785,Possession
13566,ECLI-NL-RBUTR-2004-AO8953,20
13567,ECLI-NL-RBSGR-2003-AM3129,42
13568,ECLI-NL-GHSHE-2003-AO9091,Production
13569,ECLI-NL-PHR-2003-AF5370,42
13570,ECLI-NL-GHSHE-2003-AO9041,42
13571,ECLI-NL-PHR-2003-AF2318,Transport
13572,ECLI-NL-GHSHE-2002-AE9315,13
13573,ECLI-NL-GHSGR-1995-AA4581,Money laundering
13574,ECLI-NL-PHR-2021-1028,51
13575,ECLI-NL-GHAMS-2021-2819,Transport
13576,ECLI-NL-GHSHE-2021-537,42
13577,ECLI-NL-GHSHE-2021-538,42
13578,ECLI-NL-RBNNE-2020-2318,54
13579,ECLI-NL-GHSHE-2019-4776,Selling
13580,ECLI-NL-RBAMS-2019-9062,5
13581,ECLI-NL-RBAMS-2019-6798,Transport
13582,ECLI-NL-RBNNE-2019-3763,69
13583,ECLI-NL-RBDHA-2019-8055,16
13584,ECLI-NL-RBROT-2019-5330,Selling
13585,ECLI-NL-RBZWB-2019-2083,39
13586,ECLI-NL-RBLIM-2018-11866,14
13587,ECLI-NL-RBAMS-2018-7931,30
13588,ECLI-NL-RBDHA-2018-11573,39
13589,ECLI-NL-RBOVE-2018-3479,Production
13590,ECLI-NL-RBNNE-2018-1000,14
13591,ECLI-NL-RBZWB-2018-722,56
13592,ECLI-NL-RBAMS-2018-94,13
13593,ECLI-NL-GHDHA-2017-3095,1
13594,ECLI-NL-HR-2017-2640,42
13595,ECLI-NL-RBDHA-2017-8600,42
13596,ECLI-NL-RBZWB-2017-773,55
13597,ECLI-NL-RBAMS-2015-1222,16
13598,ECLI-NL-RBNHO-2014-6631,37
13599,ECLI-NL-RBLIM-2014-3204,Transport
13600,ECLI-NL-RBNNE-2014-1442,49
13601,ECLI-NL-RBOBR-2013-6862,9
13602,ECLI-NL-RBNHO-2013-13004,Possession
13603,ECLI-NL-RVS-2013-1908,Selling
13604,ECLI-NL-RBZWB-2013-7939,14
13605,ECLI-NL-RBGEL-2013-2733,55
13606,ECLI-NL-RBMNE-2013-3068,49
13607,ECLI-NL-RBBRE-2012-BX8767,Selling
13608,ECLI-NL-GHAMS-2012-BV6451,Possession
13609,ECLI-NL-GHAMS-2011-BQ9404,Possession
13610,ECLI-NL-GHSGR-2011-BR1991,49
13611,ECLI-NL-RBZLY-2010-BN5078,55
13612,ECLI-NL-GHARN-2010-BN5134,Money laundering
13613,ECLI-NL-RBSGR-2010-BL6374,6
13614,ECLI-NL-RBZUT-2009-BJ2941,39
13615,ECLI-NL-PHR-2009-BH8662,Transport
13616,ECLI-NL-PHR-2002-AE2095,42
13617,ECLI-NL-RBMNE-2021-3440,11
13618,ECLI-NL-RBZWB-2021-1318,Transport
13619,ECLI-NL-GHSHE-2021-2033,69
13620,ECLI-NL-RBOVE-2020-122,55
13621,ECLI-NL-RBAMS-2019-6552,Transport
13622,ECLI-NL-RBNHO-2019-4524,Transport
13623,ECLI-NL-RBDHA-2018-4619,47
13624,ECLI-NL-GHARL-2018-1974,6
13625,ECLI-NL-RBNNE-2017-4005,39
13626,ECLI-NL-RBMNE-2015-2839,6
13627,ECLI-NL-RBMNE-2013-BZ2062,Possession
13628,ECLI-NL-PHR-2012-BW7156,Money laundering
13629,ECLI-NL-GHAMS-2011-BT8401,Transport
13630,ECLI-NL-RBSGR-2008-BG9090,53
13631,ECLI-NL-RBALK-2007-BA7406,42
13632,ECLI-NL-RBNHO-2021-235,19
13633,ECLI-NL-PHR-2020-1270,19
13634,ECLI-NL-RBROT-2019-4283,14
13635,ECLI-NL-RBROT-2019-4284,14
13636,ECLI-NL-GHARL-2018-2416,52
13637,ECLI-NL-RBLIM-2017-10120,49
13638,ECLI-NL-RBLIM-2017-3315,6
13639,ECLI-NL-PHR-2016-316,42
13640,ECLI-NL-RBHAA-2011-BQ3702,Possession
13641,ECLI-NL-RBOVE-2016-5140,6
13642,ECLI-NL-RBNHO-2016-4740,16
13643,ECLI-NL-PHR-2017-286,42
13644,ECLI-NL-RBAMS-2021-5038,42
13645,ECLI-NL-RBAMS-2021-5089,42
13646,ECLI-NL-RBZWB-2021-4410,53
13647,ECLI-NL-GHSHE-2021-2821,49
13648,ECLI-NL-RBSHE-2012-BY5617,Selling
13649,ECLI-NL-RBZWB-2021-6296,24
13650,ECLI-NL-RBROT-2021-11614,49
13651,ECLI-NL-RBNHO-2021-11348,Transport
13652,ECLI-NL-RBDHA-2021-12497,26
13653,ECLI-NL-RBROT-2021-10103,5
13654,ECLI-NL-GHARL-2021-9314,14
13655,ECLI-NL-RBROT-2021-8842,9
13656,ECLI-NL-RBMNE-2021-5108,49
13657,ECLI-NL-RBAMS-2021-4718,9
13658,ECLI-NL-RBNHO-2021-6407,39
13659,ECLI-NL-RBZWB-2021-3774,Money laundering
13660,ECLI-NL-RBNNE-2021-2948,39
13661,ECLI-NL-RBDHA-2021-8685,26
13662,ECLI-NL-RBOBR-2021-2901,Possession
13663,ECLI-NL-GHAMS-2021-1574,51
13664,ECLI-NL-GHAMS-2021-1608,39
13665,ECLI-NL-RBROT-2021-4425,16
13666,ECLI-NL-RBAMS-2021-2608,9
13667,ECLI-NL-RBNNE-2021-1603,16
13668,ECLI-NL-RBROT-2021-3047,9
13669,ECLI-NL-RBAMS-2021-2400,14
13670,ECLI-NL-RBMNE-2021-1139,37
13671,ECLI-NL-RBROT-2021-2722,9
13672,ECLI-NL-RBDHA-2021-3442,42
13673,ECLI-NL-RBDHA-2021-1392,42
13674,ECLI-NL-RBGEL-2021-689,49
13675,ECLI-NL-RBROT-2021-651,13
13676,ECLI-NL-RBROT-2021-635,39
13677,ECLI-NL-RBROT-2021-808,Selling
13678,ECLI-NL-RBAMS-2020-6818,5
13679,ECLI-NL-RBROT-2020-12325,49
13680,ECLI-NL-GHDHA-2020-2515,42
13681,ECLI-NL-RBOBR-2020-6426,55
13682,ECLI-NL-RBOVE-2020-4387,56
13683,ECLI-NL-RBGEL-2020-6782,56
13684,ECLI-NL-GHARL-2020-10558,49
13685,ECLI-NL-RBDHA-2020-12546,9
13686,ECLI-NL-RBZWB-2020-5952,Production
13687,ECLI-NL-RBROT-2020-11680,13
13688,ECLI-NL-RBZWB-2020-5823,49
13689,ECLI-NL-GHARL-2020-9857,24
13690,ECLI-NL-RBNHO-2020-8749,Selling
13691,ECLI-NL-RBROT-2020-9884,9
13692,ECLI-NL-RBROT-2020-9212,19
13693,ECLI-NL-GHDHA-2020-1846,13
13694,ECLI-NL-RBROT-2020-10728,69
13695,ECLI-NL-GHSHE-2020-4158,49
13696,ECLI-NL-RBAMS-2020-4382,4
13697,ECLI-NL-RBDHA-2020-14373,42
13698,ECLI-NL-RBAMS-2020-3916,55
13699,ECLI-NL-RBGEL-2020-3523,16
13700,ECLI-NL-GHARL-2020-5448,14
13701,ECLI-NL-RVS-2020-1503,26
13702,ECLI-NL-RBOBR-2020-3012,56
13703,ECLI-NL-RBNHO-2020-4793,Selling
13704,ECLI-NL-RBROT-2020-4376,69
13705,ECLI-NL-RBAMS-2020-1758,69
13706,ECLI-NL-RBAMS-2020-1469,14
13707,ECLI-NL-GHARL-2020-1811,69
13708,ECLI-NL-GHARL-2020-1603,42
13709,ECLI-NL-RBOBR-2020-1228,5
13710,ECLI-NL-RBOBR-2020-1083,42
13711,ECLI-NL-OGEAM-2020-48,52
13712,ECLI-NL-GHDHA-2020-1187,23
13713,ECLI-NL-RBROT-2020-472,16
13714,ECLI-NL-RBAMS-2019-9303,49
13715,ECLI-NL-RBAMS-2019-9229,9
13716,ECLI-NL-RBROT-2019-8938,Transport
13717,ECLI-NL-RBNHO-2019-10200,9
13718,ECLI-NL-RBROT-2019-8921,13
13719,ECLI-NL-RBAMS-2019-7754,40
13720,ECLI-NL-RBROT-2019-8066,Selling
13721,ECLI-NL-GHARL-2019-7722,14
13722,ECLI-NL-RBGEL-2019-4171,Possession
13723,ECLI-NL-PHR-2019-1094,Transport
13724,ECLI-NL-GHDHA-2019-2364,42
13725,ECLI-NL-PHR-2019-818,49
13726,ECLI-NL-OGEABES-2019-60,19
13727,ECLI-NL-RBOVE-2019-2342,56
13728,ECLI-NL-GHAMS-2019-2261,24
13729,ECLI-NL-RBROT-2019-5319,Selling
13730,ECLI-NL-GHSHE-2019-2305,Transport
13731,ECLI-NL-RBAMS-2019-4374,49
13732,ECLI-NL-GHARL-2019-5171,13
13733,ECLI-NL-RBDHA-2019-6111,13
13734,ECLI-NL-RBROT-2019-4816,69
13735,ECLI-NL-GHSHE-2019-2503,Transport
13736,ECLI-NL-RBROT-2019-3840,16
13737,ECLI-NL-RBAMS-2019-2648,42
13738,ECLI-NL-RBROT-2019-2829,14
13739,ECLI-NL-RBAMS-2019-10271,54
13740,ECLI-NL-RBOVE-2019-1056,49
13741,ECLI-NL-RBROT-2019-3105,42
13742,ECLI-NL-RBLIM-2019-2236,37
13743,ECLI-NL-RBOVE-2019-503,56
13744,ECLI-NL-RBAMS-2019-1710,40
13745,ECLI-NL-PHR-2019-300,Production
13746,ECLI-NL-RBAMS-2019-48,40
13747,ECLI-NL-OGEAC-2018-326,Transport
13748,ECLI-NL-RBROT-2018-11321,Selling
13749,ECLI-NL-RBROT-2018-10270,42
13750,ECLI-NL-GHARL-2018-11232,9
13751,ECLI-NL-RBGEL-2018-5190,14
13752,ECLI-NL-RBOBR-2018-5908,5
13753,ECLI-NL-RBAMS-2018-8379,Transport
13754,ECLI-NL-GHAMS-2018-4402,49
13755,ECLI-NL-RBAMS-2018-6584,42
13756,ECLI-NL-GHAMS-2018-3429,42
13757,ECLI-NL-RBOVE-2018-3343,49
13758,ECLI-NL-RBAMS-2018-6026,55
13759,ECLI-NL-RBMNE-2018-3764,42
13760,ECLI-NL-RBMNE-2018-2809,37
13761,ECLI-NL-RBOVE-2018-2039,13
13762,ECLI-NL-RBNHO-2018-4973,21
13763,ECLI-NL-GHDHA-2018-1349,30
13764,ECLI-NL-RVS-2018-1839,51
13765,ECLI-NL-RBAMS-2018-3866,Transport
13766,ECLI-NL-RBMNE-2018-1765,49
13767,ECLI-NL-RBNNE-2018-1827,69
13768,ECLI-NL-RBAMS-2018-3201,42
13769,ECLI-NL-RBAMS-2018-1808,9
13770,ECLI-NL-RBAMS-2018-1019,39
13771,ECLI-NL-RBNNE-2018-418,1
13772,ECLI-NL-HR-2018-25,60
13773,ECLI-NL-RBAMS-2018-10,1
13774,ECLI-NL-PHR-2017-1456,46
13775,ECLI-NL-RBNNE-2017-4002,Selling
13776,ECLI-NL-RBMNE-2017-4792,53
13777,ECLI-NL-RBMNE-2017-4794,53
13778,ECLI-NL-RBDHA-2017-10040,42
13779,ECLI-NL-RBNHO-2017-7039,23
13780,ECLI-NL-RBAMS-2017-5704,54
13781,ECLI-NL-RBGEL-2017-4176,4
13782,ECLI-NL-RBROT-2017-5070,9
13783,ECLI-NL-HR-2017-968,Possession
13784,ECLI-NL-GHSHE-2017-2230,Production
13785,ECLI-NL-GHAMS-2017-4211,19
13786,ECLI-NL-RBLIM-2017-3945,42
13787,ECLI-NL-HR-2017-699,16
13788,ECLI-NL-RBDHA-2017-3777,42
13789,ECLI-NL-RBROT-2017-2769,53
13790,ECLI-NL-GHAMS-2017-2773,Transport
13791,ECLI-NL-RBAMS-2017-1080,14
13792,ECLI-NL-RBOBR-2017-776,42
13793,ECLI-NL-RBAMS-2017-864,Transport
13794,ECLI-NL-RBROT-2017-831,52
13795,ECLI-NL-RBNNE-2016-5474,49
13796,ECLI-NL-RBOBR-2016-6259,9
13797,ECLI-NL-PHR-2016-1272,60
13798,ECLI-NL-RBDHA-2016-12344,Transport
13799,ECLI-NL-GHAMS-2016-4047,42
13800,ECLI-NL-RBAMS-2016-9986,Selling
13801,ECLI-NL-RBROT-2016-7671,Transport
13802,ECLI-NL-RBROT-2016-7478,14
13803,ECLI-NL-PHR-2016-1095,Production
13804,ECLI-NL-HR-2016-2018,42
13805,ECLI-NL-RBDHA-2016-11524,26
13806,ECLI-NL-GHDHA-2016-2331,9
13807,ECLI-NL-RBROT-2016-5097,52
13808,ECLI-NL-RBAMS-2016-1684,56
13809,ECLI-NL-RBAMS-2016-1685,56
13810,ECLI-NL-GHDHA-2016-1009,Money laundering
13811,ECLI-NL-RBLIM-2016-1242,49
13812,ECLI-NL-RBROT-2016-1174,52
13813,ECLI-NL-RBOBR-2016-62,11
13814,ECLI-NL-GHARL-2015-8932,13
13815,ECLI-NL-RBMNE-2015-7603,49
13816,ECLI-NL-RBAMS-2015-7167,42
13817,ECLI-NL-PHR-2015-2294,52
13818,ECLI-NL-GHDHA-2015-2965,14
13819,ECLI-NL-RBAMS-2015-6759,Transport
13820,ECLI-NL-RBAMS-2015-6674,42
13821,ECLI-NL-RBGEL-2015-5669,14
13822,ECLI-NL-RBAMS-2015-6214,Selling
13823,ECLI-NL-RBAMS-2015-4308,3
13824,ECLI-NL-RBNHO-2015-6009,Selling
13825,ECLI-NL-RBAMS-2015-4334,Selling
13826,ECLI-NL-GHAMS-2015-2172,42
13827,ECLI-NL-RBMNE-2015-2860,49
13828,ECLI-NL-GHARL-2015-2522,21
13829,ECLI-NL-RVS-2015-923,42
13830,ECLI-NL-RBGEL-2015-2034,55
13831,ECLI-NL-RBGEL-2015-1691,56
13832,ECLI-NL-RBNNE-2015-1504,56
13833,ECLI-NL-RBNHO-2015-1602,Selling
13834,ECLI-NL-RBMNE-2015-1337,1
13835,ECLI-NL-RBGEL-2015-966,49
13836,ECLI-NL-GHDHA-2014-4310,42
13837,ECLI-NL-RBLIM-2014-10495,42
13838,ECLI-NL-RBNNE-2014-6187,69
13839,ECLI-NL-RBLIM-2014-9888,49
13840,ECLI-NL-RBOVE-2014-5272,1
13841,ECLI-NL-PHR-2014-2128,42
13842,ECLI-NL-RBOBR-2014-5150,35
13843,ECLI-NL-RBDHA-2014-8127,42
13844,ECLI-NL-RBOBR-2014-2399,45
13845,ECLI-NL-RBZWB-2014-2230,Production
13846,ECLI-NL-RBLIM-2014-2344,42
13847,ECLI-NL-RBGEL-2014-1267,14
13848,ECLI-NL-GHSHE-2014-272,63
13849,ECLI-NL-RBGEL-2014-269,9
13850,ECLI-NL-RBNHO-2013-13006,Possession
13851,ECLI-NL-RBNHO-2013-10938,20
13852,ECLI-NL-RBAMS-2013-6254,42
13853,ECLI-NL-GHAMS-2013-3006,27
13854,ECLI-NL-RBLIM-2013-4262,Production
13855,ECLI-NL-RBAMS-2013-4076,60
13856,ECLI-NL-PHR-2013-CA3301,42
13857,ECLI-NL-RBOBR-2013-CA3281,52
13858,ECLI-NL-RBMNE-2013-CA2441,16
13859,ECLI-NL-PHR-2013-BZ8172,42
13860,ECLI-NL-RBDHA-2013-BZ8484,42
13861,ECLI-NL-RBOVE-2013-BZ7267,49
13862,ECLI-NL-RBROT-2013-BZ2713,42
13863,ECLI-NL-RBMNE-2013-BZ6253,Production
13864,ECLI-NL-GHDHA-2013-BZ6527,42
13865,ECLI-NL-RBSHE-2012-BY6993,35
13866,ECLI-NL-RBZLY-2012-BY2335,49
13867,ECLI-NL-GHARN-2012-BX8100,Transport
13868,ECLI-NL-RBROE-2012-BX4946,23
13869,ECLI-NL-GHLEE-2012-BX5427,2
13870,ECLI-NL-RBSHE-2012-BX4771,13
13871,ECLI-NL-RBGRO-2012-BX3454,49
13872,ECLI-NL-RBHAA-2012-BX3718,Selling
13873,ECLI-NL-RBHAA-2012-BX3674,Selling
13874,ECLI-NL-RBARN-2012-BW4678,Production
13875,ECLI-NL-RVS-2012-BW3849,2
13876,ECLI-NL-RBSGR-2012-BW0486,26
13877,ECLI-NL-PHR-2012-BU7349,14
13878,ECLI-NL-RBROT-2012-BV8142,42
13879,ECLI-NL-RBAMS-2012-BV7192,20
13880,ECLI-NL-RBAMS-2012-BV6338,64
13881,ECLI-NL-RBZLY-2011-BU8351,16
13882,ECLI-NL-RBHAA-2011-BU8286,42
13883,ECLI-NL-RBZLY-2011-BT6953,9
13884,ECLI-NL-GHLEE-2011-BT2335,13
13885,ECLI-NL-RBZUT-2011-BR5584,49
13886,ECLI-NL-RBUTR-2011-BR6445,69
13887,ECLI-NL-RBALK-2011-BT1950,1
13888,ECLI-NL-RBSGR-2011-BR4060,35
13889,ECLI-NL-GHSGR-2011-BW8530,Money laundering
13890,ECLI-NL-RBMAA-2011-BR2865,42
13891,ECLI-NL-RBAMS-2011-BQ9773,40
13892,ECLI-NL-RBMAA-2011-BR2856,69
13893,ECLI-NL-GHSHE-2011-BQ6873,Production
13894,ECLI-NL-RBSGR-2011-BT1823,20
13895,ECLI-NL-GHSGR-2011-BR4565,49
13896,ECLI-NL-RBARN-2011-BQ3275,21
13897,ECLI-NL-RBSHE-2011-BP9061,19
13898,ECLI-NL-HR-2011-BP0190,42
13899,ECLI-NL-PHR-2011-BP0092,42
13900,ECLI-NL-GHSGR-2011-BP7937,14
13901,ECLI-NL-RBGRO-2011-BP8236,14
13902,ECLI-NL-PHR-2011-BM6159,27
13903,ECLI-NL-RBSGR-2010-BP0439,53
13904,ECLI-NL-RBROE-2010-BO5393,42
13905,ECLI-NL-RBDOR-2010-BO6407,42
13906,ECLI-NL-RBDOR-2010-BO6409,42
13907,ECLI-NL-RBDOR-2010-BO6404,42
13908,ECLI-NL-PHR-2010-BN9340,46
13909,ECLI-NL-RBUTR-2010-BO4961,39
13910,ECLI-NL-CRVB-2010-BN9985,42
13911,ECLI-NL-RBZUT-2010-BN7835,37
13912,ECLI-NL-RBSGR-2010-BN6926,49
13913,ECLI-NL-RBMID-2010-BN4002,Transport
13914,ECLI-NL-GHARN-2010-BN2249,13
13915,ECLI-NL-RBBRE-2010-BN3614,55
13916,ECLI-NL-RBROT-2010-BM9767,14
13917,ECLI-NL-GHSGR-2010-BM5020,Money laundering
13918,ECLI-NL-RBGRO-2010-BM2030,49
13919,ECLI-NL-CBB-2010-BM3324,2
13920,ECLI-NL-RBSGR-2010-BL5707,42
13921,ECLI-NL-RBAMS-2010-BM0054,Selling
13922,ECLI-NL-RBROT-2009-BJ8874,53
13923,ECLI-NL-RBUTR-2009-BJ2212,42
13924,ECLI-NL-RBAMS-2009-9040,20
13925,ECLI-NL-GHSGR-2009-BI8199,9
13926,ECLI-NL-RBALK-2009-BK4142,Selling
13927,ECLI-NL-PHR-2009-BI0541,Transport
13928,ECLI-NL-GHARN-2009-BI2543,Selling
13929,ECLI-NL-RBROE-2009-BI0369,Selling
13930,ECLI-NL-RBALK-2009-BH5555,42
13931,ECLI-NL-RBSHE-2009-BH5299,42
13932,ECLI-NL-RBSHE-2009-BH5300,42
13933,ECLI-NL-RBAMS-2009-BH6973,42
13934,ECLI-NL-RBROT-2009-BH1933,42
13935,ECLI-NL-RBASS-2009-BI5047,49
13936,ECLI-NL-RBARN-2008-BF8564,Transport
13937,ECLI-NL-RBROE-2008-BD2300,42
13938,ECLI-NL-RBZUT-2008-BD0815,39
13939,ECLI-NL-RBUTR-2008-BC4452,42
13940,ECLI-NL-RBSHE-2008-BC3149,Transport
13941,ECLI-NL-RVS-2007-BB3818,51
13942,ECLI-NL-RBHAA-2007-BA9028,42
13943,ECLI-NL-RBSGR-2007-BA6224,64
13944,ECLI-NL-GHARN-2007-BA3985,Money laundering
13945,ECLI-NL-RBDOR-2006-AZ4507,3
13946,ECLI-NL-RBSHE-2006-AZ3524,13
13947,ECLI-NL-RBHAA-2006-AZ3147,42
13948,ECLI-NL-RBHAA-2006-AZ3151,Possession
13949,ECLI-NL-PHR-2006-AX5765,46
13950,ECLI-NL-PHR-2006-AW0070,42
13951,ECLI-NL-RBROE-2006-AW3253,20
13952,ECLI-NL-RBDOR-2006-AV0757,39
13953,ECLI-NL-RBZLY-2006-AV4674,42
13954,ECLI-NL-PHR-2005-AU2248,14
13955,ECLI-NL-RVS-2005-AU5839,Selling
13956,ECLI-NL-PHR-2005-AT5936,42
13957,ECLI-NL-GHLEE-2005-AU0789,42
13958,ECLI-NL-RBSGR-2005-AT9989,26
13959,ECLI-NL-PHR-2004-AR5013,42
13960,ECLI-NL-GHARN-2004-AR3593,Selling
13961,ECLI-NL-HR-2004-AP1495,19
13962,ECLI-NL-PHR-2003-AJ1396,42
13963,ECLI-NL-GHSHE-2003-AL6195,13
13964,ECLI-NL-GHAMS-2003-AN8904,Money laundering
13965,ECLI-NL-GHAMS-2003-AF8163,42
13966,ECLI-NL-GHSHE-2002-AE9836,14
13967,ECLI-NL-RBSGR-2002-AE6546,20
13968,ECLI-NL-RBASS-2001-AB0004,37
13969,ECLI-NL-HR-1989-AC3119,14
13970,ECLI-NL-RBNNE-2021-5084,6
13971,ECLI-NL-RBAMS-2021-6568,47
13972,ECLI-NL-RBMNE-2021-5463,52
13973,ECLI-NL-GHSHE-2021-1000,42
13974,ECLI-NL-GHAMS-2021-324,Transport
13975,ECLI-NL-RBMNE-2021-320,52
13976,ECLI-NL-RBZWB-2021-270,55
13977,ECLI-NL-RBLIM-2020-9689,14
13978,ECLI-NL-RBROT-2020-6541,Transport
13979,ECLI-NL-RBROT-2020-6539,Transport
13980,ECLI-NL-RBROT-2020-6540,Transport
13981,ECLI-NL-GHAMS-2020-4012,Selling
13982,ECLI-NL-RBAMS-2019-8996,55
13983,ECLI-NL-RBNNE-2019-4933,6
13984,ECLI-NL-RBAMS-2019-5636,49
13985,ECLI-NL-GHARL-2019-11295,6
