,Case ID,K means cluster
560,ECLI-NL-RBOBR-2018-1914,Production
561,ECLI-NL-RBOVE-2018-257,47
562,ECLI-NL-RBOBR-2018-18,Production
563,ECLI-NL-RBOBR-2017-2117,Production
564,ECLI-NL-OGEAC-2014-12,Transport
565,ECLI-NL-RBMNE-2014-7287,42
566,ECLI-NL-RBOBR-2013-BZ9550,6
567,ECLI-NL-RBARN-2012-BY2370,16
568,ECLI-NL-RBMAA-2008-BD6613,Production
569,ECLI-NL-RBMAA-2008-BD2311,42
570,ECLI-NL-RBZWB-2021-3404,Production
571,ECLI-NL-RBZWB-2021-3403,Production
572,ECLI-NL-RBOVE-2021-1699,11
573,ECLI-NL-RBOBR-2021-1704,Production
574,ECLI-NL-RBZWB-2021-1682,54
575,ECLI-NL-RBDHA-2021-3218,42
576,ECLI-NL-RBROT-2020-8881,42
577,ECLI-NL-RBAMS-2020-4501,54
578,ECLI-NL-RBOVE-2018-3959,9
579,ECLI-NL-RBAMS-2018-6058,65
580,ECLI-NL-RBAMS-2018-8685,42
581,ECLI-NL-RBOBR-2017-3709,Production
582,ECLI-NL-RBAMS-2017-202,40
583,ECLI-NL-RBGEL-2016-3760,14
584,ECLI-NL-GHDHA-2016-474,14
585,ECLI-NL-RBBRE-2012-BV8562,21
586,ECLI-NL-GHLEE-2009-BK1437,49
587,ECLI-NL-RBUTR-2008-BC8605,Selling
588,ECLI-NL-RBMNE-2019-1172,56
589,ECLI-NL-RBOBR-2020-5574,3
590,ECLI-NL-RBLIM-2020-4409,Possession
591,ECLI-NL-RBZWB-2017-7548,5
592,ECLI-NL-RBGEL-2016-3349,42
593,ECLI-NL-OGEAC-2014-13,Transport
594,ECLI-NL-RBMNE-2014-4798,Possession
595,ECLI-NL-GHSHE-2013-BZ5454,Money laundering
596,ECLI-NL-RBHAA-2012-BY5942,30
597,ECLI-NL-RBMNE-2021-4379,Production
598,ECLI-NL-GHSHE-2021-680,56
599,ECLI-NL-RBOVE-2021-606,42
600,ECLI-NL-RBAMS-2020-6831,3
601,ECLI-NL-GHARL-2020-6067,42
602,ECLI-NL-RBGEL-2019-3587,42
603,ECLI-NL-RBNNE-2019-2072,42
604,ECLI-NL-RBOVE-2019-560,Production
605,ECLI-NL-RBOVE-2018-1556,69
606,ECLI-NL-RBOBR-2015-5149,Possession
607,ECLI-NL-RBGEL-2015-2313,42
608,ECLI-NL-RBGEL-2013-CA2347,49
609,ECLI-NL-RBGEL-2013-CA2377,58
610,ECLI-NL-RBGEL-2013-CA2302,58
611,ECLI-NL-RBAMS-2012-BY1118,51
612,ECLI-NL-RBARN-2012-BX4520,11
613,ECLI-NL-RBZUT-2010-BN9299,Transport
614,ECLI-NL-GHAMS-2010-BO9667,Money laundering
615,ECLI-NL-GHSGR-2003-AN7586,42
616,ECLI-NL-RBROT-2020-7501,Transport
617,ECLI-NL-RBROT-2020-9256,Transport
618,ECLI-NL-GHARL-2013-6863,58
619,ECLI-NL-RBZWB-2021-2021,Production
620,ECLI-NL-PHR-2021-229,65
621,ECLI-NL-RBMNE-2020-5646,42
622,ECLI-NL-RBNHO-2020-2745,42
623,ECLI-NL-GHDHA-2020-705,9
624,ECLI-NL-RBROT-2019-9061,21
625,ECLI-NL-RBLIM-2019-8655,Production
626,ECLI-NL-RBZWB-2019-2798,42
627,ECLI-NL-GHSHE-2017-5706,42
628,ECLI-NL-RBMNE-2017-5473,Selling
629,ECLI-NL-RBOVE-2017-1729,42
630,ECLI-NL-RBNNE-2013-2800,42
631,ECLI-NL-RBHAA-2008-BG7126,60
632,ECLI-NL-GHSGR-2005-AS5770,Production
633,ECLI-NL-RBNNE-2021-1808,42
634,ECLI-NL-RBZWB-2021-1985,Selling
635,ECLI-NL-HR-2020-1646,42
636,ECLI-NL-RBROT-2019-5631,27
637,ECLI-NL-RBZWB-2018-285,42
638,ECLI-NL-RBOVE-2014-4047,42
639,ECLI-NL-GHAMS-2012-BV1102,27
640,ECLI-NL-RBMNE-2021-5478,11
641,ECLI-NL-PHR-2021-228,65
642,ECLI-NL-PHR-2021-227,65
643,ECLI-NL-RBZWB-2021-537,56
644,ECLI-NL-RBZWB-2019-5234,3
645,ECLI-NL-RBLIM-2019-10390,56
646,ECLI-NL-RBROT-2019-5134,42
647,ECLI-NL-RBROT-2017-10347,42
648,ECLI-NL-RBGEL-2017-5634,9
649,ECLI-NL-RBOBR-2017-4069,1
650,ECLI-NL-RBAMS-2017-594,30
651,ECLI-NL-RBOBR-2016-5665,50
652,ECLI-NL-OGEAC-2015-10,Transport
653,ECLI-NL-RBOBR-2014-7700,54
654,ECLI-NL-GHDHA-2014-1540,49
655,ECLI-NL-RBNHO-2013-9352,Possession
656,ECLI-NL-RBROT-2013-7277,14
657,ECLI-NL-RBMNE-2013-CA0040,9
658,ECLI-NL-RBARN-2010-BM4207,Transport
659,ECLI-NL-RBOBR-2021-5911,Production
660,ECLI-NL-PHR-2021-226,65
661,ECLI-NL-GHARL-2021-2084,65
662,ECLI-NL-CRVB-2019-4209,Selling
663,ECLI-NL-CRVB-2019-2295,Selling
664,ECLI-NL-RBOBR-2018-6481,3
665,ECLI-NL-RBROT-2017-10333,Transport
666,ECLI-NL-RBOBR-2017-1532,Transport
667,ECLI-NL-RBROT-2015-7314,14
668,ECLI-NL-RBMNE-2015-1424,55
669,ECLI-NL-RBOBR-2014-5570,42
670,ECLI-NL-RBMAA-2008-BD6609,Production
671,ECLI-NL-RBHAA-2008-BC7284,Transport
672,ECLI-NL-RBALM-2007-BB1611,42
673,ECLI-NL-GHSHE-2006-AZ4219,42
674,ECLI-NL-HR-2005-AS3767,42
675,ECLI-NL-PHR-2005-AS3767,27
676,ECLI-NL-GHSHE-2019-2366,42
677,ECLI-NL-RVS-2010-BN1169,26
678,ECLI-NL-RBOBR-2021-4269,3
679,ECLI-NL-GHSHE-2021-732,65
680,ECLI-NL-PHR-2020-632,42
681,ECLI-NL-OGHNAA-2009-BI1705,19
682,ECLI-NL-RBROT-2013-5584,Possession
683,ECLI-NL-GHARN-2008-BC8300,63
684,ECLI-NL-RBOVE-2021-1700,11
685,ECLI-NL-RBZWB-2021-1203,42
686,ECLI-NL-RBLIM-2021-1908,Selling
687,ECLI-NL-GHARL-2020-7656,65
688,ECLI-NL-GHDHA-2020-2079,65
689,ECLI-NL-RBMNE-2020-653,52
690,ECLI-NL-RBGEL-2019-6122,9
691,ECLI-NL-RBLIM-2019-1250,9
692,ECLI-NL-RBOBR-2018-1916,Production
693,ECLI-NL-RBLIM-2018-3022,Possession
694,ECLI-NL-RBMNE-2016-3959,42
695,ECLI-NL-RBNHO-2014-12270,50
696,ECLI-NL-GHSHE-2014-3308,42
697,ECLI-NL-RVS-2011-BQ7461,42
698,ECLI-NL-RBSHE-2010-BN9965,42
699,ECLI-NL-RBMAA-2008-BD6611,Production
700,ECLI-NL-RBASS-2006-AV1882,49
701,ECLI-NL-GHAMS-2003-AF6966,42
702,ECLI-NL-GHAMS-2002-AE4509,Transport
703,ECLI-NL-RBOBR-2021-5908,Production
704,ECLI-NL-RBOBR-2021-1705,Production
705,ECLI-NL-RBOVE-2021-1082,Production
706,ECLI-NL-RBAMS-2021-420,40
707,ECLI-NL-RBROT-2020-8883,Selling
708,ECLI-NL-RBOVE-2020-2545,9
709,ECLI-NL-RBOVE-2020-991,47
710,ECLI-NL-RBOBR-2019-6377,Selling
711,ECLI-NL-RBOBR-2019-6373,Production
712,ECLI-NL-RVS-2019-2972,42
713,ECLI-NL-RBOVE-2019-2701,Production
714,ECLI-NL-RBGEL-2019-1714,Transport
715,ECLI-NL-RBGEL-2019-1717,Transport
716,ECLI-NL-RBNNE-2018-4794,Selling
717,ECLI-NL-RBOBR-2018-19,Selling
718,ECLI-NL-RBROT-2017-10335,Selling
719,ECLI-NL-RBLIM-2017-10225,64
720,ECLI-NL-RBHAA-2012-BW0082,Selling
721,ECLI-NL-GHAMS-2010-BN7280,60
722,ECLI-NL-GHAMS-2010-BN7285,60
723,ECLI-NL-OGHNAA-2010-BM4258,19
724,ECLI-NL-OGHNAA-2009-BJ7631,19
725,ECLI-NL-OGHNAA-2008-BG7885,19
726,ECLI-NL-RBUTR-2008-BC8588,Selling
727,ECLI-NL-RBHAA-2008-BC7575,Transport
728,ECLI-NL-RBHAA-2008-BC7534,Transport
729,ECLI-NL-RBSGR-2004-AR2799,22
730,ECLI-NL-RBSGR-2004-AO9187,22
731,ECLI-NL-RBSGR-2003-AM2562,22
732,ECLI-NL-RBMNE-2021-5738,Selling
733,ECLI-NL-RBOBR-2021-4723,Transport
734,ECLI-NL-RVS-2021-668,2
735,ECLI-NL-RBAMS-2021-1296,56
736,ECLI-NL-RBOVE-2020-1918,46
737,ECLI-NL-RBOVE-2020-1590,Selling
738,ECLI-NL-RBGEL-2020-2320,65
739,ECLI-NL-RBDHA-2017-6510,Possession
740,ECLI-NL-RBDHA-2017-6511,Possession
741,ECLI-NL-RBMNE-2014-4790,Possession
742,ECLI-NL-CRVB-2013-CA1971,Selling
743,ECLI-NL-GHSHE-2013-BZ2649,42
744,ECLI-NL-RBOVE-2021-3880,6
745,ECLI-NL-GHDHA-2021-1707,65
746,ECLI-NL-GHDHA-2021-1708,65
747,ECLI-NL-GHDHA-2021-1799,65
748,ECLI-NL-GHDHA-2021-1798,65
749,ECLI-NL-PHR-2021-747,65
750,ECLI-NL-RBZWB-2021-1988,Production
751,ECLI-NL-RBZWB-2020-4206,9
752,ECLI-NL-RBNHO-2020-2749,42
753,ECLI-NL-RBZWB-2020-390,Production
754,ECLI-NL-RBNNE-2019-3264,Possession
755,ECLI-NL-RBLIM-2019-4834,Production
756,ECLI-NL-OGAACMB-2019-5,46
757,ECLI-NL-RBOBR-2018-74,Possession
758,ECLI-NL-RBOBR-2017-3711,Production
759,ECLI-NL-RBOBR-2016-4325,Production
760,ECLI-NL-RBZWB-2015-8122,30
761,ECLI-NL-RBOVE-2015-1638,60
762,ECLI-NL-RBGEL-2015-1727,42
763,ECLI-NL-RBNNE-2014-6128,39
764,ECLI-NL-RBNNE-2013-3278,21
765,ECLI-NL-RBNNE-2013-CA3034,50
766,ECLI-NL-RBSHE-2008-BC7182,56
767,ECLI-NL-RBASS-2007-BB8436,39
768,ECLI-NL-RBASS-2006-AZ4191,49
769,ECLI-NL-GHAMS-2003-AN9326,Selling
770,ECLI-NL-GHAMS-2021-1722,42
771,ECLI-NL-RBOBR-2015-3124,Possession
772,ECLI-NL-RBROT-2010-BO3803,Transport
773,ECLI-NL-RBDHA-2017-6512,Possession
774,ECLI-NL-RBUTR-2009-BK1429,Selling
775,ECLI-NL-RBUTR-2009-BK1499,Selling
776,ECLI-NL-RBUTR-2009-BK1522,Selling
777,ECLI-NL-RBUTR-2009-BK1686,Selling
778,ECLI-NL-RBUTR-2009-BK1689,Selling
779,ECLI-NL-RBUTR-2009-BK1569,Selling
780,ECLI-NL-RBUTR-2009-BK1709,Selling
781,ECLI-NL-RBZWB-2021-5856,Transport
782,ECLI-NL-RBZWB-2021-2019,Production
783,ECLI-NL-RBLIM-2021-2045,50
784,ECLI-NL-GHSHE-2021-533,Production
785,ECLI-NL-GHAMS-2020-2758,21
786,ECLI-NL-RBNHO-2020-6349,42
787,ECLI-NL-RBGEL-2020-2055,9
788,ECLI-NL-RBOVE-2020-882,3
789,ECLI-NL-RBNNE-2019-5226,20
790,ECLI-NL-RBOVE-2019-3242,Transport
791,ECLI-NL-RBNNE-2018-4062,16
792,ECLI-NL-RBNNE-2018-4063,16
793,ECLI-NL-RBNNE-2018-4064,16
794,ECLI-NL-RBLIM-2018-2976,Possession
795,ECLI-NL-RBLIM-2017-6756,Selling
796,ECLI-NL-RBNNE-2017-1741,19
797,ECLI-NL-RBNNE-2016-2654,Possession
798,ECLI-NL-RBNNE-2014-6141,39
799,ECLI-NL-OGHACMB-2012-BX7516,52
800,ECLI-NL-CRVB-2012-BW0297,2
801,ECLI-NL-RBUTR-2011-BU4844,Possession
802,ECLI-NL-RBARN-2010-BN8240,39
803,ECLI-NL-RBHAA-2010-BN3339,21
804,ECLI-NL-OGHNAA-2008-BG4542,19
805,ECLI-NL-RBMID-2003-AN8464,42
806,ECLI-NL-RBLIM-2018-10170,5
807,ECLI-NL-RBNHO-2017-3819,Transport
808,ECLI-NL-HR-2017-238,46
809,ECLI-NL-PHR-2017-64,46
810,ECLI-NL-RBGEL-2015-5193,50
811,ECLI-NL-RBROT-2013-8911,50
812,ECLI-NL-RBHAA-2009-BI7131,42
813,ECLI-NL-GHSHE-2009-BH1269,42
814,ECLI-NL-RBSGR-2008-BE8729,Transport
815,ECLI-NL-RBROT-2006-AX2482,Transport
816,ECLI-NL-PHR-2021-786,Production
817,ECLI-NL-RBROT-2021-8810,Transport
818,ECLI-NL-CRVB-2021-1222,Selling
819,ECLI-NL-RBZWB-2021-1987,Transport
820,ECLI-NL-RBNNE-2020-4632,Production
821,ECLI-NL-RBROT-2020-11147,42
822,ECLI-NL-RBOVE-2020-2817,56
823,ECLI-NL-RBLIM-2020-4856,50
824,ECLI-NL-GHAMS-2019-2929,42
825,ECLI-NL-RBNNE-2019-4608,9
826,ECLI-NL-RBOBR-2019-679,56
827,ECLI-NL-RBROT-2017-10225,Selling
828,ECLI-NL-RBOVE-2017-4542,Possession
829,ECLI-NL-HR-2016-2069,42
830,ECLI-NL-PHR-2016-890,Selling
831,ECLI-NL-RBOBR-2016-2235,Production
832,ECLI-NL-RBOBR-2016-538,Production
833,ECLI-NL-GHSHE-2015-2450,42
834,ECLI-NL-RBNNE-2015-3691,Possession
835,ECLI-NL-RBNNE-2014-1043,42
836,ECLI-NL-RBNNE-2014-1045,42
837,ECLI-NL-RBHAA-2012-BY8837,20
838,ECLI-NL-GHSHE-2011-BU4621,11
839,ECLI-NL-OGHNAA-2008-BG6943,19
840,ECLI-NL-RBMAA-2008-BD4796,Production
841,ECLI-NL-RBALM-2008-BD0700,Selling
842,ECLI-NL-RBSHE-2008-BC4804,42
843,ECLI-NL-RBSGR-2007-BA0918,22
844,ECLI-NL-PHR-2007-AZ7777,1
845,ECLI-NL-HR-2007-AZ7777,1
846,ECLI-NL-RBSGR-2005-AT9194,22
847,ECLI-NL-RBBRE-2004-AO4764,Production
848,ECLI-NL-RBOVE-2020-2814,Selling
849,ECLI-NL-RBOVE-2020-2815,Selling
850,ECLI-NL-RBOVE-2020-2816,Selling
851,ECLI-NL-RBZWB-2021-1986,Production
852,ECLI-NL-RBROT-2020-12313,23
853,ECLI-NL-GHARL-2020-9104,Transport
854,ECLI-NL-PHR-2019-1247,19
855,ECLI-NL-RBROT-2019-4770,56
856,ECLI-NL-RBDHA-2019-3444,4
857,ECLI-NL-RBROT-2018-901,9
858,ECLI-NL-HR-2017-1078,42
859,ECLI-NL-PHR-2017-436,Production
860,ECLI-NL-RBAMS-2016-863,42
861,ECLI-NL-GHARL-2014-4097,Possession
862,ECLI-NL-GHSHE-2014-1046,38
863,ECLI-NL-GHSHE-2014-1047,38
864,ECLI-NL-GHSHE-2014-1048,38
865,ECLI-NL-OGEAM-2012-BX6135,21
866,ECLI-NL-RBHAA-2011-BR4463,3
867,ECLI-NL-RBASS-2009-BJ9607,42
868,ECLI-NL-RBHAA-2009-BH1016,42
869,ECLI-NL-RBASS-2006-AZ0704,42
870,ECLI-NL-RBSGR-2005-AT9224,22
871,ECLI-NL-RBSGR-2005-AT9225,22
872,ECLI-NL-RBSGR-2005-AT9229,22
873,ECLI-NL-RBSGR-2005-AT9230,22
874,ECLI-NL-RBSGR-2005-AT9231,22
875,ECLI-NL-RBSGR-2005-AT9184,22
876,ECLI-NL-RBSGR-2005-AT9189,22
877,ECLI-NL-RBSGR-2005-AT9192,22
878,ECLI-NL-RBBRE-2005-AS4119,Production
879,ECLI-NL-GHLEE-2004-AR2396,42
880,ECLI-NL-GHSGR-2003-AN8613,42
881,ECLI-NL-GHAMS-2002-AE2873,42
882,ECLI-NL-CRVB-2021-845,Selling
883,ECLI-NL-GHARL-2020-10362,65
884,ECLI-NL-RBDHA-2017-6513,Possession
885,ECLI-NL-RBHAA-2009-BL6396,Transport
886,ECLI-NL-RBMNE-2021-3965,Selling
887,ECLI-NL-RBDHA-2020-4553,Production
888,ECLI-NL-RBDHA-2020-4550,Production
889,ECLI-NL-RBDHA-2020-4633,Production
890,ECLI-NL-RBMNE-2019-6685,30
891,ECLI-NL-RBMNE-2018-1523,42
892,ECLI-NL-RBMNE-2018-1524,Selling
893,ECLI-NL-RBOVE-2021-4351,54
894,ECLI-NL-RBROT-2021-10317,Production
895,ECLI-NL-RBNNE-2021-3544,3
896,ECLI-NL-RBNNE-2021-2727,64
897,ECLI-NL-HR-2021-732,Production
898,ECLI-NL-HR-2020-1487,27
899,ECLI-NL-PHR-2020-904,Production
900,ECLI-NL-RBOBR-2020-3545,Production
901,ECLI-NL-GHARL-2020-5328,Possession
902,ECLI-NL-GHARL-2020-5155,42
903,ECLI-NL-RBOBR-2020-2726,Production
904,ECLI-NL-HR-2020-131,19
905,ECLI-NL-GHAMS-2019-4997,42
906,ECLI-NL-RBZWB-2019-4781,Possession
907,ECLI-NL-RBZWB-2019-5619,9
908,ECLI-NL-GHARL-2018-11025,16
909,ECLI-NL-RBLIM-2017-6714,Selling
910,ECLI-NL-RBLIM-2017-6740,Selling
911,ECLI-NL-GHSHE-2016-5461,2
912,ECLI-NL-RBOVE-2015-3600,60
913,ECLI-NL-GHSHE-2015-595,26
914,ECLI-NL-RBNNE-2014-5717,19
915,ECLI-NL-RBNNE-2014-5718,19
916,ECLI-NL-RBOBR-2014-5187,Production
917,ECLI-NL-RBARN-2011-BU6875,49
918,ECLI-NL-GHSGR-2008-BF3685,52
919,ECLI-NL-RBZUT-2008-BD9613,49
920,ECLI-NL-GHSGR-2005-AS5775,Production
921,ECLI-NL-GHSGR-2003-AN8754,42
922,ECLI-NL-RBROE-2007-BC1063,42
923,ECLI-NL-RBMNE-2021-3972,Selling
924,ECLI-NL-RBOVE-2020-2561,50
925,ECLI-NL-RBOVE-2020-2562,50
926,ECLI-NL-RBLIM-2021-5004,50
927,ECLI-NL-RBZWB-2021-2022,Production
928,ECLI-NL-RBOBR-2020-5978,30
929,ECLI-NL-HR-2020-1486,42
930,ECLI-NL-RBNHO-2020-872,1
931,ECLI-NL-RBOVE-2019-4634,56
932,ECLI-NL-RBROT-2019-8747,42
933,ECLI-NL-GHSHE-2019-3857,42
934,ECLI-NL-RBOBR-2019-4259,Production
935,ECLI-NL-RBOBR-2019-4258,Production
936,ECLI-NL-RBOBR-2019-4260,Production
937,ECLI-NL-RBOBR-2019-4271,Production
938,ECLI-NL-GHARL-2018-9386,Production
939,ECLI-NL-RBMNE-2018-1565,42
940,ECLI-NL-RBLIM-2018-2961,Possession
941,ECLI-NL-RBOVE-2016-2773,Possession
942,ECLI-NL-RBOBR-2016-2222,Production
943,ECLI-NL-GHSHE-2016-1219,42
944,ECLI-NL-RBUTR-2011-BR2390,Possession
945,ECLI-NL-CRVB-2010-BM8227,Selling
946,ECLI-NL-GHSGR-2009-BL4188,Money laundering
947,ECLI-NL-OGHNAA-2009-BJ7644,19
948,ECLI-NL-RBALM-2007-BB5111,52
949,ECLI-NL-GHLEE-2003-AO1223,55
950,ECLI-NL-GHAMS-2003-AN8910,Money laundering
951,ECLI-NL-RBNNE-2021-3629,56
952,ECLI-NL-HR-2019-385,Transport
953,ECLI-NL-GHDHA-2017-3641,6
954,ECLI-NL-RBNHO-2017-3820,Transport
955,ECLI-NL-RBZLY-2012-BY1189,42
956,ECLI-NL-GHSGR-2011-BU1302,49
957,ECLI-NL-RBHAA-2009-BJ6460,Transport
958,ECLI-NL-OGEAA-2021-329,Transport
959,ECLI-NL-RBZWB-2021-1439,42
960,ECLI-NL-RBMNE-2021-1141,16
961,ECLI-NL-GHSHE-2020-3868,42
962,ECLI-NL-RBDHA-2020-11850,42
963,ECLI-NL-RBDHA-2020-10950,56
964,ECLI-NL-RBOBR-2020-601,Production
965,ECLI-NL-GHARL-2019-5497,Production
966,ECLI-NL-RBZWB-2019-3756,Money laundering
967,ECLI-NL-RBMNE-2019-991,51
968,ECLI-NL-RBROT-2018-9304,42
969,ECLI-NL-RBROT-2018-3139,20
970,ECLI-NL-RBOBR-2017-2216,42
971,ECLI-NL-RBMNE-2016-4457,Possession
972,ECLI-NL-RBOBR-2016-1171,Production
973,ECLI-NL-RBNNE-2015-6377,Selling
974,ECLI-NL-RBNNE-2015-6378,Selling
975,ECLI-NL-OGHACMB-2015-40,Transport
976,ECLI-NL-RBOVE-2015-3233,Selling
977,ECLI-NL-RBOBR-2014-6474,11
978,ECLI-NL-GHSHE-2014-1049,38
979,ECLI-NL-RBMAA-2012-BX5663,55
980,ECLI-NL-RBSHE-2012-BW8502,Selling
981,ECLI-NL-GHLEE-2009-BK0591,42
982,ECLI-NL-GHLEE-2009-BJ7104,14
983,ECLI-NL-RBSHE-2008-BC3140,Production
984,ECLI-NL-GHARN-2006-AV6348,42
985,ECLI-NL-RBALM-2005-AS5259,56
986,ECLI-NL-RBMNE-2020-2643,56
987,ECLI-NL-RBOBR-2021-4717,Selling
988,ECLI-NL-RBOVE-2021-1307,11
989,ECLI-NL-RBROT-2021-1021,3
990,ECLI-NL-HR-2020-1485,42
991,ECLI-NL-RBOVE-2020-2856,Selling
992,ECLI-NL-RBGEL-2020-3631,42
993,ECLI-NL-RBMNE-2020-651,9
994,ECLI-NL-RBOVE-2019-701,9
995,ECLI-NL-GHSHE-2018-1422,63
996,ECLI-NL-RBLIM-2018-2977,Possession
997,ECLI-NL-RBOBR-2018-319,60
998,ECLI-NL-RBROT-2017-10337,42
999,ECLI-NL-RBGEL-2017-6553,49
1000,ECLI-NL-RBOBR-2017-2217,Selling
1001,ECLI-NL-OGEAA-2017-224,Transport
1002,ECLI-NL-RBOVE-2016-1810,49
1003,ECLI-NL-RBNNE-2016-2847,Possession
1004,ECLI-NL-RBNHO-2016-3744,13
1005,ECLI-NL-RBNNE-2016-2295,Possession
1006,ECLI-NL-RBOVE-2015-4162,11
1007,ECLI-NL-RBOVE-2015-3598,49
1008,ECLI-NL-GHDHA-2015-1424,45
1009,ECLI-NL-RBZWB-2015-995,Selling
1010,ECLI-NL-GHSHE-2014-4594,21
1011,ECLI-NL-GHARL-2014-2223,58
1012,ECLI-NL-RBSHE-2012-BY6600,Production
1013,ECLI-NL-RBARN-2012-BV3021,1
1014,ECLI-NL-CRVB-2010-BL6372,Selling
1015,ECLI-NL-OGHNAA-2009-BJ7639,19
1016,ECLI-NL-RBUTR-2009-BJ2151,Transport
1017,ECLI-NL-RBGRO-2009-BI0985,42
1018,ECLI-NL-GHSHE-2008-BG3908,42
1019,ECLI-NL-GHARN-2007-AZ7820,42
1020,ECLI-NL-RBASS-2006-AY9315,16
1021,ECLI-NL-RBASS-2006-AX6832,39
1022,ECLI-NL-RVS-2006-AX4387,42
1023,ECLI-NL-RBGEL-2021-2620,20
1024,ECLI-NL-RBMNE-2020-1305,51
1025,ECLI-NL-RBMNE-2020-901,54
1026,ECLI-NL-RBDHA-2019-3029,42
1027,ECLI-NL-RBDHA-2019-3030,42
1028,ECLI-NL-HR-2019-92,65
1029,ECLI-NL-PHR-2018-1319,65
1030,ECLI-NL-GHDHA-2017-3418,6
1031,ECLI-NL-RBMNE-2017-5217,Selling
1032,ECLI-NL-RBMNE-2017-5219,Selling
1033,ECLI-NL-RBOVE-2016-1312,42
1034,ECLI-NL-RBNNE-2015-1505,42
1035,ECLI-NL-RBHAA-2009-BK4962,Transport
1036,ECLI-NL-RBOVE-2020-2572,Transport
1037,ECLI-NL-RBMNE-2014-4793,Possession
1038,ECLI-NL-RBSGR-2010-BM1392,42
1039,ECLI-NL-GHSHE-2007-BB7470,Transport
1040,ECLI-NL-RBDHA-2021-11798,69
1041,ECLI-NL-GHARL-2021-9169,42
1042,ECLI-NL-RBOVE-2021-3604,42
1043,ECLI-NL-RBOBR-2021-4715,Selling
1044,ECLI-NL-GHAMS-2021-1780,42
1045,ECLI-NL-RBDHA-2021-5259,42
1046,ECLI-NL-RBROT-2021-3244,50
1047,ECLI-NL-GHSHE-2021-731,65
1048,ECLI-NL-GHDHA-2021-205,65
1049,ECLI-NL-RBNNE-2020-1693,23
1050,ECLI-NL-RBAMS-2020-1692,65
1051,ECLI-NL-GHSHE-2019-4656,Production
1052,ECLI-NL-RBROT-2019-7604,Transport
1053,ECLI-NL-RBROT-2019-7605,Transport
1054,ECLI-NL-RBROT-2019-7606,Transport
1055,ECLI-NL-RBOBR-2019-1605,11
1056,ECLI-NL-GHARL-2018-9387,Production
1057,ECLI-NL-RVS-2018-2526,2
1058,ECLI-NL-GHSHE-2018-1974,42
1059,ECLI-NL-RBNNE-2018-658,16
1060,ECLI-NL-GHARL-2017-11401,65
1061,ECLI-NL-GHSHE-2017-4835,Selling
1062,ECLI-NL-RBNNE-2017-4251,49
1063,ECLI-NL-RBLIM-2017-6753,Selling
1064,ECLI-NL-RBGEL-2016-4897,42
1065,ECLI-NL-GHSHE-2016-2326,Money laundering
1066,ECLI-NL-RBOVE-2016-1105,9
1067,ECLI-NL-RBAMS-2014-7415,40
1068,ECLI-NL-RBOBR-2014-5123,Possession
1069,ECLI-NL-GHSHE-2014-391,38
1070,ECLI-NL-OGHACMB-2012-BY4615,19
1071,ECLI-NL-GHSGR-2012-BW6680,49
1072,ECLI-NL-GHSHE-2012-BV9125,Money laundering
1073,ECLI-NL-RBAMS-2012-BV6347,60
1074,ECLI-NL-RBMAA-2009-BK0959,Selling
1075,ECLI-NL-RBROE-2009-BJ5137,3
1076,ECLI-NL-RBHAA-2009-BH9178,Transport
1077,ECLI-NL-RBHAA-2009-BI0529,Transport
1078,ECLI-NL-RBALM-2008-BE9333,39
1079,ECLI-NL-RBARN-2008-BD7545,56
1080,ECLI-NL-RBMAA-2006-AX8774,42
1081,ECLI-NL-GHARN-2006-AX0884,21
1082,ECLI-NL-RBHAA-2005-AS5774,Transport
1083,ECLI-NL-RBMAA-2004-AR8142,Production
1084,ECLI-NL-GHLEE-2003-AL8179,Selling
1085,ECLI-NL-RBDHA-2021-4774,16
1086,ECLI-NL-RBOBR-2019-5939,Production
1087,ECLI-NL-RBZWB-2017-7073,42
1088,ECLI-NL-RBLIM-2017-2853,42
1089,ECLI-NL-GHARN-2011-BQ9479,35
1090,ECLI-NL-RBROE-2009-BJ7146,42
1091,ECLI-NL-RBDHA-2017-10848,42
1092,ECLI-NL-RBNNE-2021-5055,16
1093,ECLI-NL-RBZWB-2021-2932,42
1094,ECLI-NL-RBZWB-2021-2931,42
1095,ECLI-NL-RBMNE-2021-1748,Transport
1096,ECLI-NL-RBOVE-2021-804,42
1097,ECLI-NL-RBOVE-2021-803,42
1098,ECLI-NL-OGEAA-2021-75,Transport
1099,ECLI-NL-GHARL-2021-949,65
1100,ECLI-NL-GHARL-2020-10660,42
1101,ECLI-NL-RBROT-2020-10969,Transport
1102,ECLI-NL-RBROT-2020-10970,Transport
1103,ECLI-NL-RBNNE-2020-3774,49
1104,ECLI-NL-RBOBR-2020-2727,Production
1105,ECLI-NL-RBNNE-2018-5011,9
1106,ECLI-NL-GHARL-2018-8706,63
1107,ECLI-NL-CRVB-2017-2512,2
1108,ECLI-NL-RBMNE-2017-199,Selling
1109,ECLI-NL-RBMNE-2017-200,Selling
1110,ECLI-NL-RBMNE-2017-210,Selling
1111,ECLI-NL-RBMNE-2017-235,Selling
1112,ECLI-NL-RBMNE-2017-236,27
1113,ECLI-NL-RBMNE-2017-237,Selling
1114,ECLI-NL-RBMNE-2017-239,Selling
1115,ECLI-NL-RBMNE-2017-240,Selling
1116,ECLI-NL-GHAMS-2016-5371,Selling
1117,ECLI-NL-RBMNE-2016-3174,42
